"siteID"	"year"	"TUmax"	"speartaxa"	"sapr"	"eptProz"	"TUmetalpeak"	"fliessgeoMean"	"Agriculture"	"area_km2"	"Gesamt"	"grabby"	"pHmean"	"pHquant9"	"NH4"	"NO2"	"NO3"	"PO4"	"TN_mgLlog"	"TP_mgLlog"	"meanO2p25"	"stream_width_m"	"water_depth_cm"	"meantempP75_nt"	"tempP75_nt"
"S70"	2019	-2.33	1.09719156216167	1.73582089552239	42.6229508196721	-0.57910502820061	0.287793531830364	44.961002125693	14.58813	3.9	40	7.668	7.832	0.393557655663294	0.33665982345442	2.04207281022369	0.648477108311952	1.60357736815147	-0.646660904688695	8.82	1.43	18.6	18.08	18.08
"S71"	2018	-1.04	0.910241491264625	2.02380952380952	40.5405405405405	0.234092975017549	0.492429805210492	42.6902956958667	29.9622	2.9	60	7.745	8.2	0.0791812460476248	0.301029995663981	1.8481891169914	0.176091259055681	1.05269394192497	-0.596364810209452	5.63	2.5	16	19.53	19.53
"S72"	2018	-2.58	0.604912361604886	2.44285714285714	20	-1.07875153708079	0.106066017177982	82.2585587044247	15.02027	3.6	40	7.544	7.864	0.176091259055681	0.0606978403536116	0.740362689494244	0.0934216851622351	0.324693913861775	-0.962175249411658	2.95	0.5	19	23.87	23.87
"S73"	2018	-2.62	1.27605942251989	1.844	53.8461538461538	-0.0195435879390109	0.165054442394899	41.4498474721473	4.21379	3	70	8.132	8.266	0.146128035678238	0.176091259055681	1.36172783601759	0.176091259055681	0.887167020894774	-0.876148359032914	7.9	1	21.5	19.29	19.29
"S74"	2018	-1.89	0.468180091843457	2.26875	4.54545454545455	-0.313042476291719	0.247955045513814	88.7499484430965	30.64549	3.9	35	8.032	8.242	0	0.0934216851622351	0.903089986991944	0.224014811372864	0.3884919618358	-0.418619311290013	6.81	0.93	18.6666666666667	19.42	19.42
"S74"	2019	-2.25	0.468180091843457	2.40714285714286	17.2413793103448	-0.934837409777595	0.211791179212745	92.757285430555	30.64549	3.9	65	7.915	7.995	0.0434408762444737	0.0546513504417416	1.82692635125828	0.146283113159587	0.7157131	-0.7472957	7.68	1.222	24.8	19.21	19.21
"S75"	2019	-1.55	0.56425059313678	2.34761904761905	8.16326530612245	-0.015471376838755	0.018612097182042	61.2944011893467	15.16267	5.1	50	8.00666666666667	8.044	0.100852826657301	0.120902817614527	1.43667141205065	0.199700338629511	0.983941858983888	-0.565750547603525	8.36	0.68	21.8	16.59	16.59
"S76"	2018	-2.55	0.749202836492267	2.26428571428571	18.5185185185185	-0.124221221501664	0.30142333957676	78.411550838773	11.60775	4.5	0	8.268	8.366	0	0.0899051114393979	1.04139268515823	0.161368002234975	0.95104594813582	-0.27083521030723	8.2	0.48	19.1666666666667	18.33	18.33
"S76"	2019	-1.7	0.749202836492267	1.96428571428571	15.1515151515152	0.158272617031446	0.11509839833591	78.9151055880353	11.60775	4.5	40	8.22	8.31	0.0982975364946976	0.100921680320846	1.39766544778909	0.354108439147401	0.7157131	-0.7472957	8.44	0.675	11.5	17.51	17.51
"S77"	2018	-1.42	0.349271295164707	2.4	18.1818181818182	0.014086225020024	0.311786963287624	67.9576467710963	13.90401	4.5	35	8.316	8.52	0.176091259055681	0.0606978403536116	1.41497334797082	0.224014811372864	0.884228769632604	-0.401209493236885	7.14	0.8	9.66666666675	19.53	19.53
"S115"	2018	-5	1.69548502005037	1.69615384615385	47.7272727272727	-2.72662287807992	0.324534222319921	0	0.94399	2.4	70	7.87	8.806	0	0	0	0.153814864344529	0.17376882313665	-1.85387196432176	9.84	0.6	4	20.32	20.32
"S78"	2018	-4.21	0.687107216441722	1.8575	28	-0.547860748188648	0.359443181873802	81.9516424469695	5.55075	4.5	80	8.2	8.252	0	0.0530784434834197	1.66275783168157	0.161368002234975	1.11925588927794	-0.431680914904888	8.7	1.39	15.25	16.04	16.04
"S78"	2019	-2.42	0.687107216441722	2.06	16.0714285714286	-0.650036292915916	0.254572989502183	79.4590430811279	5.60595	4.5	50	7.434	8.218	0.265760916717611	0.234416037567036	1.66713528808684	0.698865761150679	0.7157131	-0.7472957	6.87	1.33833333333333	20.1666666666667	15.15	15.15
"S79"	2018	-2.22	0.80921091423937	2.30384615384615	36.3636363636364	-0.261877847815491	0.244708708540678	34.6592458449777	9.19553	4.2	50	8.098	8.184	0.146128035678238	0.0606978403536116	1.04139268515823	0.161368002234975	1.00182021703833	0.00311571709980622	5.99	0.79	17.5	20.11	20.11
"S80"	2019	-2.7	0.639470590043684	2.16470588235294	23.5294117647059	-0.157188437268112	0.299069756244244	68.6476834568601	10.05962	5.2	25	8.4875	8.785	0.132323740040991	0.146933834562764	1.17832645671903	0.387033701282363	0.623662707356205	-0.23717144681091	7.93	1.17285714285714	16.5714285714286	19.33	19.33
"S81"	2019	-1.16	0.513778319321149	1.98695652173913	11.6279069767442	-0.196308125097175	0.25637220383774	67.9002949865142	18.56465	4.7	10	8.3375	8.395	0.222013750171359	0.177940307008608	1.73162099363705	0.389839162125274	1.18808437371494	-0.495393229358046	7.284819	0.571666666666667	21.4166666666667	17.24	17.24
"S82"	2018	-2.55	0.757264661805505	2.07368421052632	42.4242424242424	0.0410485862044961	0.419296271262948	72.8747876370128	22.34385	5.8	10	8.2675	8.324	0.0969100130080564	0.0934216851622351	1	0.0969100130080564	1.04739170220044	-0.904830648568245	6.55	0.69	13.6666666666667	20.45	20.45
"S116"	2018	-5	1.22179632983685	1.69555555555556	37.2881355932203	-2.66118144344662	0.265914794847249	0	1.63456	2.4	55	7.2775	7.735	0.0334237554869497	0	0.414973347970818	0.123851640967086	-0.127028369261557	-1.4089353929735	9.5825	0.57	7	14.58	14.58
"S116"	2019	-3.86	1.22179632983685	1.57894736842105	39.3939393939394	-1.11067051743297	0.349086455491613	0	1.63456	2.8	95	7.436	7.636	0.00346053210950649	0.00821680158969035	0.600275723698921	0.128269995169627	0.287409	-1.28438	9.26	0.56	9.75	21.79	21.79
"S117"	2018	-5	1.16804530536458	1.58684210526316	50	-0.36294356131244	0.0523317569696053	0	7.76883	3.2	70	7.32333333333333	7.86	0	0	0.447158031342219	0.0881360887005513	0.0937717814987299	-0.893129455521346	7.86	0.81	11	21.65	21.65
"S83"	2019	-1.68	0.867537533792528	1.82307692307692	25.9259259259259	0.444383969375859	0.34086580994025	75.6371763631218	4.82993	4.3	90	7.53	8.34	0.530839778616521	0.573451822035485	2.01093142973023	1.00026049854739	1.35024801833416	0.0665122778565954	8.77	1.07	25.6666666666667	14.36	14.36
"S118"	2019	-3.47	1.61371426925924	1.64776119402985	44.7368421052632	-0.706228561186566	0.227950705695478	0	1.86243	3.4	55	7.4	8.27	0.0663632022584946	0.203168922875464	1.21520384544464	0.486869510668216	1.13033376849501	0.184691430817599	8.296875	0.941666666666667	5.83333333333333	18.90538	21.65
"S84"	2018	-2.61	0.821710622925488	2.09565217391304	25	-0.537646357510101	0.330779843345719	46.8227976317667	19.56748	3.6	45	7.9	8.33	0.0492180226701816	0.0530784434834197	0.414973347970818	0.164352855784437	1.03390603702669	-0.915066425063284	7.025	1	6	18.4	18.4
"S85"	2018	-0.14	0.521809032510639	2.24642857142857	19.1489361702128	-0.064786779694708	0.121371000913135	66.0372265891795	9.74525	4	60	7.868	8.306	0.591064607026499	0.28330122870355	1.38916608436453	0.465382851448418	1.08742645703629	0.223444019809616	8.49	2.32	25	16.11	16.11
"S86"	2019	-2.71	0.490966380758086	3.075	10	0.123929303651499	0.131607401295249	69.1033792504316	1.74605	3.1	100	6.86	6.888	0.576928460302419	0.372175286115064	2.74388196958922	0.740157338106827	1.37839790094814	0.0815633209803856	4.95	0.754	18.9166666666667	15.32	15.32
